cardnumber,surname,firstname,branchcode,categorycode,dateofbirth,email,phone,address,city,zipcode,userid,sex
LIB000198,Robinson,Daniel,CPL,PT,1993-11-04,drobinson@example.com,07782061538,84 Station Road,Edinburgh,EH1 1AA,drobinson,M
LIB000199,Green,Ava,CPL,PT,1954-06-11,agreen1@example.com,07776629317,28 Elm Close,Coventry,CV1 1AA,agreen1,F
LIB000200,Taylor,Evelyn,CPL,PT,1955-01-13,etaylor@example.com,07794323640,93 Orchard Way,London,EC1A 1BB,etaylor,F
LIB000201,Ward,Bob,CPL,PT,2004-09-19,bward@example.com,07754776637,122 Castle Road,Manchester,M1 2AB,bward,M
LIB000202,Evans,Owen,CPL,PT,1957-04-14,oevans@example.com,07763531510,103 Orchard Way,Belfast,BT1 1AA,oevans,M
LIB000203,Edwards,Logan,CPL,PT,1953-08-14,ledwards@example.com,07786506755,15 Mill Lane,London,EC1A 1BB,ledwards,M
LIB000204,Bryant,Elizabeth,CPL,PT,1974-05-24,ebryant@example.com,07778085968,12 Church Lane,Manchester,M1 2AB,ebryant,F
LIB000205,Murray,Alice,CPL,PT,1965-05-02,amurray2@example.com,07799511515,17 Green Lane,Edinburgh,EH1 1AA,amurray2,F
LIB000206,Ward,James,CPL,PT,1952-06-12,jward2@example.com,07796126125,180 Park Road,Birmingham,B1 1BB,jward2,M
LIB000207,Robinson,Ava,CPL,PT,1984-03-02,arobinson1@example.com,07708205822,33 Elm Close,Manchester,M1 2AB,arobinson1,F
LIB000208,Harris,Oliver,CPL,PT,1962-11-20,oharris@example.com,07711031566,56 Manor Way,Liverpool,L1 1AA,oharris,M
LIB000209,Powell,Amelia,CPL,PT,1973-12-20,apowell@example.com,07720153002,119 Church Lane,Edinburgh,EH1 1AA,apowell,F
LIB000210,Walker,William,CPL,PT,1985-05-12,wwalker@example.com,07780925792,33 School Lane,Liverpool,L1 1AA,wwalker,M
LIB000211,Harris,Isabella,CPL,PT,2003-08-17,iharris@example.com,07732926716,46 Elm Close,Birmingham,B1 1BB,iharris,F
LIB000212,Cooper,Logan,CPL,PT,1962-02-14,lcooper@example.com,07714933566,171 The Avenue,Coventry,CV1 1AA,lcooper,M
LIB000213,Williams,Harper,CPL,PT,1960-07-04,hwilliams@example.com,07711473286,4 Oak Drive,Birmingham,B1 1BB,hwilliams,F
LIB000214,Baker,Owen,CPL,PT,1985-04-08,obaker1@example.com,07754308385,45 Oak Drive,Belfast,BT1 1AA,obaker1,M
LIB000215,White,Alexander,CPL,PT,2002-10-28,awhite@example.com,07722234206,70 The Avenue,Bradford,BD1 1AA,awhite,M
LIB000216,Fox,Benjamin,CPL,PT,1981-01-01,bfox1@example.com,07728584243,163 The Avenue,Bristol,BS1 1AA,bfox1,M
LIB000217,Gibson,Alexander,CPL,PT,1953-10-09,agibson@example.com,07705797360,148 Green Lane,Sheffield,S1 1AA,agibson,M
LIB000218,Lewis,Oliver,CPL,PT,1999-06-02,olewis@example.com,07701046875,59 Station Road,Leeds,LS1 1BA,olewis,M
LIB000219,Robinson,Olivia,CPL,PT,1990-10-28,orobinson2@example.com,07778417992,1 School Lane,London,EC1A 1BB,orobinson2,F
LIB000220,Ward,Ryan,CPL,PT,1965-06-06,rward@example.com,07736400924,106 The Avenue,Liverpool,L1 1AA,rward,M
LIB000221,Edwards,Lucas,CPL,PT,1975-04-08,ledwards1@example.com,07738284023,114 Mill Lane,Bristol,BS1 1AA,ledwards1,M
LIB000222,Cooper,Samuel,CPL,PT,1979-08-10,scooper@example.com,07786078987,161 Church Lane,Bradford,BD1 1AA,scooper,M
LIB000223,Turner,Scarlett,CPL,PT,1993-05-18,sturner1@example.com,07765118353,68 Station Road,Coventry,CV1 1AA,sturner1,F
LIB000224,Thomas,Ethan,CPL,PT,1963-02-28,ethomas1@example.com,07717386116,10 Victoria Road,Bradford,BD1 1AA,ethomas1,M
LIB000225,Williams,Aiden,CPL,PT,2005-01-19,awilliams1@example.com,07785453086,98 Manor Way,Birmingham,B1 1BB,awilliams1,M
LIB000226,Gibson,Emma,CPL,PT,1952-04-22,egibson1@example.com,07735345762,41 Brook Street,Liverpool,L1 1AA,egibson1,F
LIB000227,Fox,Aria,CPL,PT,1968-03-23,afox@example.com,07736574401,159 Station Road,Liverpool,L1 1AA,afox,F
LIB000228,Morgan,Ryan,CPL,PT,2004-06-21,rmorgan@example.com,07739256678,50 Brook Street,Birmingham,B1 1BB,rmorgan,M
LIB000229,Fox,Sofia,CPL,PT,1994-08-25,sfox@example.com,07791496100,148 Station Road,Bristol,BS1 1AA,sfox,F
LIB000230,Baker,Victoria,CPL,PT,1957-08-15,vbaker@example.com,07768451049,105 Brook Street,Bradford,BD1 1AA,vbaker,F
LIB000231,Young,Emily,CPL,PT,1990-03-20,eyoung1@example.com,07720724930,26 Green Lane,Sheffield,S1 1AA,eyoung1,F
LIB000232,Cooper,Benjamin,CPL,PT,1977-12-05,bcooper@example.com,07765682630,25 Elm Close,Glasgow,G1 1AA,bcooper,M
LIB000233,Morris,Mia,CPL,PT,2004-11-10,mmorris@example.com,07725178452,88 High Street,Bradford,BD1 1AA,mmorris,F
LIB000234,Fox,Logan,CPL,PT,1982-07-14,lfox@example.com,07706564284,121 Station Road,Belfast,BT1 1AA,lfox,M
LIB000235,Murray,Benjamin,CPL,PT,1988-10-05,bmurray@example.com,07733812460,113 The Avenue,Leicester,LE1 1AA,bmurray,M
LIB000236,Bryant,Jacob,CPL,PT,1996-02-13,jbryant1@example.com,07796237498,193 Park Road,Birmingham,B1 1BB,jbryant1,M
LIB000237,Green,Owen,CPL,PT,1987-10-05,ogreen@example.com,07727341856,50 Manor Way,Birmingham,B1 1BB,ogreen,M
LIB000238,Young,Sophia,CPL,PT,1963-06-21,syoung@example.com,07742897653,127 School Lane,Glasgow,G1 1AA,syoung,F
LIB000239,Wood,Emily,CPL,PT,1982-02-17,ewood1@example.com,07783375212,62 Manor Way,Leicester,LE1 1AA,ewood1,F
LIB000240,Green,Amelia,CPL,PT,1966-09-06,agreen2@example.com,07711366650,193 Church Lane,Glasgow,G1 1AA,agreen2,F
LIB000241,Allen,Sebastian,CPL,PT,1995-09-01,sallen@example.com,07799169313,71 Church Lane,Birmingham,B1 1BB,sallen,M
LIB000242,Hall,Alice,CPL,PT,2005-11-12,ahall1@example.com,07777528151,46 Green Lane,Cardiff,CF1 1AA,ahall1,F
LIB000243,Smith,Scarlett,CPL,PT,1981-09-08,ssmith@example.com,07766766854,199 Station Road,Bristol,BS1 1AA,ssmith,F
LIB000244,Ward,Alice,CPL,PT,1970-05-01,award@example.com,07773807102,157 The Avenue,Coventry,CV1 1AA,award,F
LIB000245,Turner,Alice,CPL,PT,1956-01-28,aturner@example.com,07769095762,158 Oak Drive,Liverpool,L1 1AA,aturner,F
LIB000246,Turner,Henry,CPL,PT,1985-09-04,hturner@example.com,07764133085,87 Mill Lane,Cardiff,CF1 1AA,hturner,M
LIB000247,White,Charlotte,CPL,PT,1996-05-03,cwhite@example.com,07704672365,12 Castle Road,London,EC1A 1BB,cwhite,F
LIB000248,Lewis,Sophia,CPL,PT,1993-09-09,slewis@example.com,07719229753,38 Brook Street,Edinburgh,EH1 1AA,slewis,F
LIB000249,Walker,James,CPL,PT,2004-06-23,jwalker1@example.com,07766463411,174 Elm Close,Sheffield,S1 1AA,jwalker1,M
LIB000250,Rice,Emily,CPL,PT,1965-12-07,erice@example.com,07756089365,82 Orchard Way,Nottingham,NG1 1AA,erice,F
LIB000251,Gibson,Madison,CPL,PT,2000-02-06,mgibson@example.com,07764311964,21 Elm Close,Belfast,BT1 1AA,mgibson,F
LIB000252,Gray,Elizabeth,CPL,PT,1957-08-25,egray1@example.com,07770284332,163 Orchard Way,Leicester,LE1 1AA,egray1,F
LIB000253,Gray,Ava,CPL,PT,1968-12-18,agray1@example.com,07777948379,28 Church Lane,Liverpool,L1 1AA,agray1,F
LIB000254,Murray,Samuel,CPL,PT,1956-08-23,smurray1@example.com,07722463520,97 The Avenue,Glasgow,G1 1AA,smurray1,M
LIB000255,Morgan,Mia,CPL,PT,1968-02-25,mmorgan@example.com,07734005651,26 Manor Way,Edinburgh,EH1 1AA,mmorgan,F
LIB000256,Johnson,Jack,CPL,PT,2005-05-08,jjohnson2@example.com,07717911417,30 Park Road,Edinburgh,EH1 1AA,jjohnson2,M
LIB000257,Jones,Elizabeth,CPL,PT,1958-01-07,ejones1@example.com,07707991501,67 Station Road,Glasgow,G1 1AA,ejones1,F
LIB000258,Ward,Benjamin,CPL,PT,1979-06-12,bward1@example.com,07736625823,49 Brook Street,London,EC1A 1BB,bward1,M
LIB000259,Gray,Aria,CPL,PT,1969-11-08,agray2@example.com,07713037812,145 Park Road,London,EC1A 1BB,agray2,F
LIB000260,Hughes,William,CPL,PT,1977-09-03,whughes@example.com,07712274660,41 Victoria Road,Sheffield,S1 1AA,whughes,M
LIB000261,Walker,Emma,CPL,PT,1983-03-27,ewalker@example.com,07713299347,154 Elm Close,London,EC1A 1BB,ewalker,F
LIB000262,Hill,Ryan,CPL,PT,1990-09-23,rhill@example.com,07744159286,186 Elm Close,Cardiff,CF1 1AA,rhill,M
LIB000263,Thomas,Oliver,CPL,PT,2000-07-13,othomas@example.com,07747506722,190 The Avenue,Leeds,LS1 1BA,othomas,M
LIB000264,Phillips,Evelyn,CPL,PT,1972-09-09,ephillips1@example.com,07742686632,41 School Lane,Leicester,LE1 1AA,ephillips1,F
LIB000265,Martin,Aria,CPL,PT,2005-07-07,amartin@example.com,07709721769,95 Church Lane,Bradford,BD1 1AA,amartin,F
LIB000266,Morris,Ryan,CPL,PT,1953-10-20,rmorris@example.com,07746827459,23 Castle Road,Leeds,LS1 1BA,rmorris,M
LIB000267,Shaw,Benjamin,CPL,PT,1971-03-13,bshaw@example.com,07743382025,76 School Lane,Coventry,CV1 1AA,bshaw,M
LIB000268,Lewis,Scarlett,CPL,PT,1974-03-11,slewis1@example.com,07731368426,170 Orchard Way,Leicester,LE1 1AA,slewis1,F
LIB000269,Thompson,Emily,CPL,PT,1979-09-08,ethompson1@example.com,07714485939,75 Orchard Way,London,EC1A 1BB,ethompson1,F
LIB000270,Thompson,Bob,CPL,PT,1988-04-28,bthompson@example.com,07794624383,169 School Lane,Leeds,LS1 1BA,bthompson,M
LIB000271,Harris,Mia,CPL,PT,1989-10-27,mharris@example.com,07779695437,69 Green Lane,Coventry,CV1 1AA,mharris,F
LIB000272,Turner,Elizabeth,CPL,PT,1968-05-21,eturner@example.com,07739385815,61 Station Road,Glasgow,G1 1AA,eturner,F
LIB000273,Powell,Sebastian,CPL,PT,1965-03-25,spowell@example.com,07785947844,109 Church Lane,Bristol,BS1 1AA,spowell,M
LIB000274,Edwards,Samuel,CPL,PT,1962-12-06,sedwards2@example.com,07713918978,147 Elm Close,Nottingham,NG1 1AA,sedwards2,M
LIB000275,Morris,Mia,CPL,PT,1970-08-20,mmorris1@example.com,07727560772,61 The Avenue,Cardiff,CF1 1AA,mmorris1,F
LIB000276,Shaw,Evelyn,CPL,PT,1966-08-15,eshaw@example.com,07775124531,29 Mill Lane,Manchester,M1 2AB,eshaw,F
LIB000277,Brown,Abigail,CPL,PT,1992-01-17,abrown@example.com,07741133887,8 Victoria Road,Glasgow,G1 1AA,abrown,F
LIB000278,Thompson,Emily,CPL,PT,1999-09-02,ethompson2@example.com,07716843180,51 Victoria Road,Edinburgh,EH1 1AA,ethompson2,F
LIB000279,Jones,Owen,CPL,PT,1954-04-14,ojones1@example.com,07752055190,19 Castle Road,Bristol,BS1 1AA,ojones1,M
LIB000280,Hall,Ethan,CPL,PT,2004-11-17,ehall@example.com,07793304449,193 Mill Lane,Glasgow,G1 1AA,ehall,M
LIB000281,Johnson,Abigail,CPL,PT,1979-02-15,ajohnson@example.com,07786325799,38 Elm Close,Leicester,LE1 1AA,ajohnson,F
LIB000282,Watson,Sophia,CPL,PT,1957-08-24,swatson@example.com,07767837195,35 Orchard Way,Sheffield,S1 1AA,swatson,F
LIB000283,Hughes,Logan,CPL,PT,1983-09-05,lhughes@example.com,07726584310,169 Manor Way,Leeds,LS1 1BA,lhughes,M
LIB000284,Campbell,Logan,CPL,PT,1966-07-05,lcampbell@example.com,07777635098,32 The Avenue,Manchester,M1 2AB,lcampbell,M
LIB000285,Wright,Ava,CPL,PT,1953-11-21,awright1@example.com,07777263289,76 Brook Street,Bristol,BS1 1AA,awright1,F
LIB000286,Brown,Lucas,CPL,PT,1970-12-24,lbrown@example.com,07787763143,34 Manor Way,Leicester,LE1 1AA,lbrown,M
LIB000287,Fox,Victoria,CPL,PT,1994-05-26,vfox1@example.com,07703710022,200 School Lane,Cardiff,CF1 1AA,vfox1,F
LIB000288,Morris,Ethan,CPL,PT,1975-01-24,emorris@example.com,07746691811,91 Mill Lane,Sheffield,S1 1AA,emorris,M
LIB000289,Baker,Benjamin,CPL,PT,1987-07-05,bbaker@example.com,07701162093,91 Mill Lane,Nottingham,NG1 1AA,bbaker,M
LIB000290,Davies,Jacob,CPL,PT,1951-05-17,jdavies1@example.com,07766617888,115 Manor Way,Glasgow,G1 1AA,jdavies1,M
LIB000291,Young,Logan,CPL,PT,1958-04-22,lyoung@example.com,07733844721,179 School Lane,Nottingham,NG1 1AA,lyoung,M
LIB000292,Jones,Victoria,CPL,PT,1964-12-03,vjones@example.com,07796744233,21 Mill Lane,Bristol,BS1 1AA,vjones,F
LIB000293,Gibson,Bob,CPL,PT,1991-06-07,bgibson@example.com,07784546993,166 Victoria Road,Cardiff,CF1 1AA,bgibson,M
LIB000294,Morgan,Jackson,CPL,PT,1954-12-14,jmorgan@example.com,07703198441,187 Orchard Way,Birmingham,B1 1BB,jmorgan,M
LIB000295,Cooper,Jacob,CPL,PT,2000-04-10,jcooper@example.com,07763888447,198 Mill Lane,Bradford,BD1 1AA,jcooper,M
LIB000296,Thomas,Bob,CPL,PT,1968-09-13,bthomas@example.com,07792828971,148 Victoria Road,Sheffield,S1 1AA,bthomas,M
LIB000297,Phillips,Jacob,CPL,PT,1990-11-09,jphillips@example.com,07778248094,7 Brook Street,Leicester,LE1 1AA,jphillips,M
LIB000298,Thomas,Jack,CPL,PT,1988-11-22,jthomas1@example.com,07765462618,76 School Lane,Coventry,CV1 1AA,jthomas1,M
LIB000299,Gray,Mia,CPL,PT,1999-12-05,mgray1@example.com,07783030538,102 Elm Close,Cardiff,CF1 1AA,mgray1,F
LIB000300,Edwards,Jack,CPL,PT,1968-11-05,jedwards@example.com,07718295870,87 Church Lane,Liverpool,L1 1AA,jedwards,M
LIB000301,Davies,Jackson,CPL,PT,2001-08-16,jdavies2@example.com,07740543680,86 Castle Road,Nottingham,NG1 1AA,jdavies2,M
LIB000302,Hughes,Sophia,CPL,PT,1978-05-14,shughes@example.com,07705264353,51 Brook Street,Glasgow,G1 1AA,shughes,F
LIB000303,Turner,Ella,CPL,PT,1976-03-05,eturner1@example.com,07716933972,174 Church Lane,Coventry,CV1 1AA,eturner1,F
LIB000304,Thompson,Ryan,CPL,PT,1964-04-11,rthompson@example.com,07782510962,110 Elm Close,Leicester,LE1 1AA,rthompson,M
LIB000305,Edwards,Madison,CPL,PT,1959-12-09,medwards3@example.com,07709494217,168 Orchard Way,Belfast,BT1 1AA,medwards3,F
LIB000306,Shaw,Owen,CPL,PT,2000-06-25,oshaw1@example.com,07790800406,6 High Street,Nottingham,NG1 1AA,oshaw1,M
LIB000307,Allen,Scarlett,CPL,PT,1957-10-15,sallen1@example.com,07740190374,30 Oak Drive,Glasgow,G1 1AA,sallen1,F
LIB000308,Green,Emily,CPL,PT,1959-06-10,egreen1@example.com,07799249919,134 Manor Way,Glasgow,G1 1AA,egreen1,F
LIB000309,Harris,Scarlett,CPL,PT,1959-01-26,sharris1@example.com,07728902308,74 High Street,Cardiff,CF1 1AA,sharris1,F
LIB000310,Taylor,Henry,CPL,PT,1984-03-06,htaylor@example.com,07782733079,105 Castle Road,Bristol,BS1 1AA,htaylor,M
LIB000311,Allen,Daniel,CPL,PT,1958-12-08,dallen@example.com,07770650303,103 School Lane,Coventry,CV1 1AA,dallen,M
LIB000312,Gray,Oliver,CPL,PT,1984-10-08,ogray@example.com,07723653270,103 Elm Close,Cardiff,CF1 1AA,ogray,M
LIB000313,Fleming,Sophia,CPL,PT,2003-01-04,sfleming3@example.com,07760811377,114 Castle Road,Birmingham,B1 1BB,sfleming3,F
LIB000314,Morgan,Henry,CPL,PT,1964-04-05,hmorgan1@example.com,07792928354,156 Elm Close,Cardiff,CF1 1AA,hmorgan1,M
LIB000315,Lewis,Evelyn,CPL,PT,2005-04-20,elewis@example.com,07716924816,21 Park Road,Edinburgh,EH1 1AA,elewis,F
LIB000316,Phillips,Emily,CPL,PT,1980-07-21,ephillips2@example.com,07717828493,108 Mill Lane,Coventry,CV1 1AA,ephillips2,F
LIB000317,Parker,Madison,CPL,PT,1997-09-28,mparker@example.com,07748934856,7 Park Road,Edinburgh,EH1 1AA,mparker,F
LIB000318,Phillips,Aiden,CPL,PT,1972-08-16,aphillips@example.com,07719769483,18 Mill Lane,Sheffield,S1 1AA,aphillips,M
LIB000319,Young,Ryan,CPL,PT,1964-11-12,ryoung@example.com,07703743623,72 The Avenue,Leicester,LE1 1AA,ryoung,M
LIB000320,Morris,Bob,CPL,PT,1952-01-19,bmorris1@example.com,07721585201,171 Orchard Way,Edinburgh,EH1 1AA,bmorris1,M
LIB000321,Davies,Madison,CPL,PT,1950-01-21,mdavies@example.com,07768662397,120 Victoria Road,Liverpool,L1 1AA,mdavies,F
LIB000322,Fleming,Olivia,CPL,PT,1976-05-04,ofleming@example.com,07781175254,147 Park Road,Coventry,CV1 1AA,ofleming,F
LIB000323,Clarke,Owen,CPL,PT,2000-03-18,oclarke1@example.com,07710936383,55 Manor Way,Leeds,LS1 1BA,oclarke1,M
LIB000324,Clarke,Ava,CPL,PT,1972-02-28,aclarke@example.com,07707012425,43 Orchard Way,Glasgow,G1 1AA,aclarke,F
LIB000325,Hughes,Abigail,CPL,PT,1983-10-02,ahughes1@example.com,07782931491,5 Elm Close,Liverpool,L1 1AA,ahughes1,F
LIB000326,Ward,Owen,CPL,PT,1993-10-06,oward@example.com,07722693048,6 Manor Way,Sheffield,S1 1AA,oward,M
LIB000327,Campbell,Benjamin,CPL,PT,2004-08-26,bcampbell@example.com,07708190904,78 Mill Lane,Glasgow,G1 1AA,bcampbell,M
LIB000328,Hill,Jack,CPL,PT,1997-02-15,jhill1@example.com,07713403344,127 Elm Close,Leicester,LE1 1AA,jhill1,M
LIB000329,Thomas,Lucas,CPL,PT,1965-11-26,lthomas@example.com,07734571290,39 School Lane,Edinburgh,EH1 1AA,lthomas,M
LIB000330,Allen,Alice,CPL,PT,1986-04-25,aallen@example.com,07776467347,46 Elm Close,Bristol,BS1 1AA,aallen,F
LIB000331,Watson,Evelyn,CPL,PT,1967-01-09,ewatson@example.com,07771456328,163 Castle Road,Belfast,BT1 1AA,ewatson,F
LIB000332,Morgan,Ethan,CPL,PT,1972-05-19,emorgan1@example.com,07739864472,150 Church Lane,Sheffield,S1 1AA,emorgan1,M
LIB000333,Shaw,Mason,CPL,PT,1995-08-14,mshaw@example.com,07781098888,86 Station Road,Bradford,BD1 1AA,mshaw,M
LIB000334,Allen,Alice,CPL,PT,1998-10-26,aallen1@example.com,07719921846,152 Elm Close,Coventry,CV1 1AA,aallen1,F
LIB000335,Williams,Logan,CPL,PT,1996-12-11,lwilliams@example.com,07732563971,160 Manor Way,Leeds,LS1 1BA,lwilliams,M
LIB000336,Johnson,James,CPL,PT,1983-08-03,jjohnson3@example.com,07749395923,61 Green Lane,Cardiff,CF1 1AA,jjohnson3,M
LIB000337,Robinson,Daniel,CPL,PT,1969-03-17,drobinson1@example.com,07740470739,168 Victoria Road,Glasgow,G1 1AA,drobinson1,M
LIB000338,Fleming,Jacob,CPL,PT,1990-12-01,jfleming@example.com,07714308216,90 Elm Close,Leicester,LE1 1AA,jfleming,M
LIB000339,Evans,Aria,CPL,PT,1966-12-12,aevans1@example.com,07730113460,33 Orchard Way,Liverpool,L1 1AA,aevans1,F
LIB000340,Roberts,Abigail,CPL,PT,1961-01-23,aroberts@example.com,07756040230,151 Mill Lane,Coventry,CV1 1AA,aroberts,F
LIB000341,Cooper,Alice,CPL,PT,1963-04-28,acooper@example.com,07731661315,104 School Lane,Nottingham,NG1 1AA,acooper,F
LIB000342,Roberts,Isabella,CPL,PT,1975-12-10,iroberts@example.com,07715505822,54 Green Lane,Belfast,BT1 1AA,iroberts,F
LIB000343,Jones,Elizabeth,CPL,PT,1983-10-24,ejones2@example.com,07797723993,92 Victoria Road,Leicester,LE1 1AA,ejones2,F
LIB000344,Gibson,Elizabeth,CPL,PT,1992-07-19,egibson2@example.com,07723147098,168 Orchard Way,Bradford,BD1 1AA,egibson2,F
LIB000345,Jackson,Harper,CPL,PT,1950-09-25,hjackson@example.com,07791242204,50 Mill Lane,Birmingham,B1 1BB,hjackson,F
LIB000346,Harris,Scarlett,CPL,PT,1968-02-15,sharris2@example.com,07782845837,110 Mill Lane,Birmingham,B1 1BB,sharris2,F
LIB000347,Jones,Evelyn,CPL,PT,2000-01-25,ejones3@example.com,07700492542,47 Manor Way,Bradford,BD1 1AA,ejones3,F
LIB000348,Phillips,Jack,CPL,PT,1994-04-08,jphillips1@example.com,07720869296,139 Station Road,Belfast,BT1 1AA,jphillips1,M
LIB000349,Rice,Emma,CPL,PT,1955-04-10,erice1@example.com,07708617894,109 Park Road,Nottingham,NG1 1AA,erice1,F
LIB000350,Jones,Emma,CPL,PT,1980-09-15,ejones4@example.com,07790719094,86 The Avenue,Bristol,BS1 1AA,ejones4,F
LIB000351,Wilson,Alexander,CPL,PT,1999-11-04,awilson@example.com,07715471298,133 Orchard Way,Birmingham,B1 1BB,awilson,M
LIB000352,Clarke,Emma,CPL,PT,1983-03-13,eclarke1@example.com,07779100205,123 Victoria Road,Edinburgh,EH1 1AA,eclarke1,F
LIB000353,Moore,Isabella,CPL,PT,2002-07-06,imoore@example.com,07768803650,160 Oak Drive,Bristol,BS1 1AA,imoore,F
LIB000354,Phillips,Oliver,CPL,PT,1972-09-08,ophillips1@example.com,07772354942,185 Victoria Road,Leeds,LS1 1BA,ophillips1,M
LIB000355,Turner,Owen,CPL,PT,1980-05-18,oturner@example.com,07729175799,71 Oak Drive,Birmingham,B1 1BB,oturner,M
LIB000356,Morgan,Charlotte,CPL,PT,2001-03-19,cmorgan@example.com,07784015729,86 Park Road,Nottingham,NG1 1AA,cmorgan,F
LIB000357,Robinson,Mason,CPL,PT,1990-06-26,mrobinson1@example.com,07769597340,11 Orchard Way,Glasgow,G1 1AA,mrobinson1,M
LIB000358,Wood,William,CPL,PT,1960-12-23,wwood@example.com,07746750652,61 Park Road,Birmingham,B1 1BB,wwood,M
LIB000359,Morgan,Owen,CPL,PT,1965-04-16,omorgan@example.com,07742921467,165 Church Lane,London,EC1A 1BB,omorgan,M
LIB000360,Williams,Mia,CPL,PT,1967-09-24,mwilliams@example.com,07742462204,59 Park Road,Sheffield,S1 1AA,mwilliams,F
LIB000361,Allen,Alexander,CPL,PT,1981-10-02,aallen2@example.com,07711099357,129 Church Lane,Coventry,CV1 1AA,aallen2,M
LIB000362,Ward,Ethan,CPL,PT,1960-09-17,eward@example.com,07731930371,109 The Avenue,Liverpool,L1 1AA,eward,M
LIB000363,Ward,Harper,CPL,PT,2004-05-07,hward@example.com,07756886655,125 Orchard Way,Cardiff,CF1 1AA,hward,F
LIB000364,Bryant,Logan,CPL,PT,1971-04-07,lbryant@example.com,07789846263,64 Elm Close,Glasgow,G1 1AA,lbryant,M
LIB000365,Johnson,Alice,CPL,PT,1991-10-21,ajohnson1@example.com,07756148246,80 High Street,Leicester,LE1 1AA,ajohnson1,F
LIB000366,Green,Sofia,CPL,PT,2005-04-20,sgreen1@example.com,07797721058,128 Park Road,Nottingham,NG1 1AA,sgreen1,F
LIB000367,Moore,Elizabeth,CPL,PT,1962-10-19,emoore1@example.com,07706702452,151 School Lane,Bristol,BS1 1AA,emoore1,F
LIB000368,Evans,Victoria,CPL,PT,1999-04-21,vevans@example.com,07726504400,143 Victoria Road,Leicester,LE1 1AA,vevans,F
LIB000369,Smith,Amelia,CPL,PT,2002-01-01,asmith2@example.com,07761342469,167 Mill Lane,Glasgow,G1 1AA,asmith2,F
LIB000370,Wilson,Ella,CPL,PT,1998-09-16,ewilson1@example.com,07718435416,84 School Lane,Manchester,M1 2AB,ewilson1,F
LIB000371,Jackson,Daniel,CPL,PT,1979-12-21,djackson@example.com,07735466357,16 High Street,Leeds,LS1 1BA,djackson,M
LIB000372,Morris,Scarlett,CPL,PT,1971-11-18,smorris@example.com,07758185029,42 Mill Lane,Coventry,CV1 1AA,smorris,F
LIB000373,Hill,Benjamin,CPL,PT,1979-05-15,bhill@example.com,07741348937,25 Manor Way,Leicester,LE1 1AA,bhill,M
LIB000374,Watson,Victoria,CPL,PT,1986-05-19,vwatson@example.com,07790465789,158 Station Road,Nottingham,NG1 1AA,vwatson,F
LIB000375,Morgan,Jackson,CPL,PT,2003-10-24,jmorgan1@example.com,07748957549,103 Green Lane,Glasgow,G1 1AA,jmorgan1,M
LIB000376,Gibson,Aiden,CPL,PT,1973-04-04,agibson1@example.com,07757192275,121 Elm Close,Bradford,BD1 1AA,agibson1,M
LIB000377,Wilson,Abigail,CPL,PT,1997-06-15,awilson1@example.com,07745528183,63 Oak Drive,Bradford,BD1 1AA,awilson1,F
LIB000378,Morgan,Ava,CPL,PT,1963-08-21,amorgan3@example.com,07709994633,8 Manor Way,Liverpool,L1 1AA,amorgan3,F
LIB000379,Roberts,Alice,CPL,PT,2001-09-16,aroberts1@example.com,07708085697,100 Mill Lane,Cardiff,CF1 1AA,aroberts1,F
LIB000380,Powell,Owen,CPL,PT,2005-06-10,opowell1@example.com,07712399188,55 Brook Street,Coventry,CV1 1AA,opowell1,M
LIB000381,Hall,Ethan,CPL,PT,1956-02-08,ehall1@example.com,07713118028,113 Brook Street,Sheffield,S1 1AA,ehall1,M
LIB000382,Rice,Abigail,CPL,PT,1994-01-07,arice@example.com,07712125794,34 Orchard Way,Belfast,BT1 1AA,arice,F
LIB000383,Clarke,Alice,CPL,PT,1985-03-04,aclarke1@example.com,07723357803,91 Church Lane,Liverpool,L1 1AA,aclarke1,F
LIB000384,Roberts,Owen,CPL,PT,1971-08-21,oroberts@example.com,07771815472,18 Mill Lane,Coventry,CV1 1AA,oroberts,M
LIB000385,Wright,Emma,CPL,PT,1991-09-10,ewright1@example.com,07774559626,10 Park Road,Leeds,LS1 1BA,ewright1,F
LIB000386,Gray,Bob,CPL,PT,1997-01-04,bgray@example.com,07726976436,87 School Lane,Sheffield,S1 1AA,bgray,M
LIB000387,Brown,Mason,CPL,PT,1962-06-12,mbrown@example.com,07726866474,151 High Street,Coventry,CV1 1AA,mbrown,M
LIB000388,Green,Ava,CPL,PT,1964-03-17,agreen3@example.com,07772521965,9 Park Road,Manchester,M1 2AB,agreen3,F
LIB000389,Thomas,Owen,CPL,PT,2001-07-06,othomas1@example.com,07779010350,99 Oak Drive,Birmingham,B1 1BB,othomas1,M
LIB000390,Scott,Sebastian,CPL,PT,1998-05-01,sscott1@example.com,07785500839,83 Green Lane,Sheffield,S1 1AA,sscott1,M
LIB000391,Jackson,Aiden,CPL,PT,1972-09-13,ajackson1@example.com,07777367008,195 Green Lane,Bradford,BD1 1AA,ajackson1,M
LIB000392,Gray,Isabella,CPL,PT,1967-07-01,igray@example.com,07779773331,63 Park Road,Manchester,M1 2AB,igray,F
LIB000393,Hall,Ethan,CPL,PT,1988-07-13,ehall2@example.com,07788877545,77 Castle Road,Leeds,LS1 1BA,ehall2,M
